Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,AI_User_Segment,GPA_Gap
102198,Arts,Junior,3.807,29.53,Copywriting/Drafting,Advanced,3.0,False,10.29,5.0,Strict_Ban,10.0,3.87,59.47,High,Heavy,0.063
102199,Business,Senior,2.414,16.26,Ideation,Beginner,2.0,True,12.71,4.0,Allowed_With_Citation,4.0,2.832,85.46,Medium,Heavy,0.418
102200,Humanities,Junior,3.636,1.15,Copywriting/Drafting,Intermediate,5.0,False,6.42,3.0,Allowed_With_Citation,4.0,3.841,55.3,Medium,Light,0.205
102201,Medical,Graduate,3.74,8.32,Summarizing_Reading,Advanced,3.0,False,18.11,3.0,Strict_Ban,8.0,4.0,77.61,Medium,Moderate,0.26
102202,STEM,Graduate,2.635,2.22,Ideation,Beginner,3.0,False,22.32,5.0,Allowed_With_Citation,3.0,2.828,67.88,Medium,Light,0.193
102203,Humanities,Senior,3.29,10.29,Ideation,Beginner,1.0,True,17.02,1.0,Actively_Encouraged,5.0,3.773,64.59,Medium,Moderate,0.483
102204,STEM,Graduate,3.6,6.34,Debugging/Troubleshooting,Beginner,1.0,False,17.97,4.0,Allowed_With_Citation,7.0,4.0,69.27,Medium,Moderate,0.4
102205,Business,Junior,2.237,0.6,Summarizing_Reading,Advanced,5.0,False,13.27,3.0,Allowed_With_Citation,3.0,2.523,69.08,Low,Light,0.286
102206,Medical,Freshman,2.427,6.48,Direct_Answer_Generation,Intermediate,3.0,True,11.13,4.0,Allowed_With_Citation,9.0,2.642,68.79,High,Moderate,0.215
102207,STEM,Junior,3.383,2.51,Direct_Answer_Generation,Beginner,2.0,True,12.46,3.0,Allowed_With_Citation,6.0,3.618,75.41,High,Light,0.235
102208,Arts,Sophomore,2.761,4.78,Summarizing_Reading,Intermediate,3.0,False,5.64,4.0,Allowed_With_Citation,1.0,2.916,61.7,Medium,Light,0.155
102209,STEM,Sophomore,3.223,21.08,Summarizing_Reading,Intermediate,3.0,True,3.83,7.0,Strict_Ban,9.0,3.492,87.29,High,Heavy,0.269
102210,Medical,Junior,3.005,2.26,Summarizing_Reading,Intermediate,2.0,False,17.01,5.0,Allowed_With_Citation,2.0,3.273,82.32,Medium,Light,0.268
102211,Arts,Sophomore,2.595,4.88,Direct_Answer_Generation,Advanced,5.0,True,20.69,2.0,Allowed_With_Citation,1.0,3.112,81.81,Medium,Light,0.517
102212,Arts,Sophomore,2.558,8.77,Debugging/Troubleshooting,Intermediate,3.0,True,12.7,4.0,Allowed_With_Citation,4.0,2.834,75.78,Medium,Moderate,0.276
102213,STEM,Sophomore,2.836,0.3,Summarizing_Reading,Intermediate,3.0,False,14.11,2.0,Actively_Encouraged,5.0,2.948,84.91,Low,Light,0.112
102214,Medical,Sophomore,3.122,4.64,Summarizing_Reading,Intermediate,4.0,False,4.86,3.0,Allowed_With_Citation,6.0,3.299,56.48,Low,Light,0.177
102215,Business,Freshman,2.466,9.76,Summarizing_Reading,Advanced,4.0,True,12.33,3.0,Strict_Ban,9.0,3.015,76.02,High,Moderate,0.549
102216,Humanities,Senior,3.036,9.48,Copywriting/Drafting,Advanced,3.0,True,6.38,3.0,Actively_Encouraged,6.0,3.156,84.57,Low,Moderate,0.12
102217,Arts,Sophomore,3.298,2.06,Summarizing_Reading,Intermediate,4.0,False,19.86,3.0,Actively_Encouraged,1.0,3.69,77.61,Low,Light,0.392
102218,STEM,Senior,3.572,2.0,Ideation,Intermediate,3.0,False,5.61,4.0,Allowed_With_Citation,1.0,3.439,75.55,Medium,Light,-0.133
102219,Medical,Graduate,3.041,14.39,Direct_Answer_Generation,Beginner,2.0,False,4.77,4.0,Actively_Encouraged,6.0,3.008,68.13,Medium,Moderate,-0.033
102220,STEM,Senior,3.165,25.66,Debugging/Troubleshooting,Intermediate,3.0,True,4.65,6.0,Actively_Encouraged,3.0,3.559,70.02,High,Heavy,0.394
102221,Business,Sophomore,3.301,3.24,Debugging/Troubleshooting,Advanced,4.0,False,18.79,3.0,Strict_Ban,1.0,3.681,95.93,Medium,Light,0.38
102222,Business,Senior,3.763,0.56,Debugging/Troubleshooting,Beginner,1.0,True,11.18,3.0,Actively_Encouraged,4.0,3.837,65.49,Medium,Light,0.074
102223,STEM,Freshman,3.557,14.05,Debugging/Troubleshooting,Advanced,4.0,False,11.44,1.0,Actively_Encouraged,2.0,3.872,80.39,Low,Moderate,0.315
102224,STEM,Senior,3.257,7.38,Debugging/Troubleshooting,Advanced,5.0,False,18.61,3.0,Strict_Ban,2.0,3.637,100.0,Medium,Moderate,0.38
102225,STEM,Sophomore,1.983,20.89,Ideation,Intermediate,4.0,True,3.5,6.0,Strict_Ban,8.0,2.033,50.66,High,Heavy,0.05
102226,Humanities,Senior,3.628,15.44,Copywriting/Drafting,Advanced,5.0,True,5.01,7.0,Strict_Ban,9.0,3.699,68.17,High,Heavy,0.071
102227,Humanities,Senior,3.587,0.02,Summarizing_Reading,Beginner,1.0,False,1.27,1.0,Allowed_With_Citation,3.0,3.421,74.18,Low,Light,-0.166
102228,Business,Junior,2.702,22.62,Copywriting/Drafting,Beginner,2.0,False,13.29,5.0,Strict_Ban,4.0,3.062,93.6,High,Heavy,0.36
102229,STEM,Senior,2.556,0.31,Debugging/Troubleshooting,Beginner,3.0,True,1.0,2.0,Actively_Encouraged,7.0,2.776,74.71,Medium,Light,0.22
102230,STEM,Freshman,3.857,20.93,Summarizing_Reading,Beginner,3.0,False,16.34,3.0,Allowed_With_Citation,10.0,4.0,84.02,Medium,Heavy,0.143
102231,Business,Junior,3.185,10.31,Ideation,Beginner,1.0,False,7.13,5.0,Strict_Ban,7.0,3.336,44.42,High,Moderate,0.151
102232,STEM,Junior,3.214,0.89,Debugging/Troubleshooting,Beginner,3.0,False,13.49,3.0,Actively_Encouraged,2.0,3.616,79.35,Medium,Light,0.402
102233,Medical,Junior,3.925,11.47,Copywriting/Drafting,Intermediate,3.0,True,7.27,1.0,Allowed_With_Citation,1.0,3.959,66.22,Medium,Moderate,0.034
102234,Arts,Sophomore,3.497,13.94,Copywriting/Drafting,Beginner,1.0,True,1.0,5.0,Actively_Encouraged,5.0,3.733,55.23,High,Moderate,0.236
102235,Business,Sophomore,3.149,7.62,Ideation,Intermediate,5.0,False,4.78,2.0,Allowed_With_Citation,1.0,3.263,64.87,High,Moderate,0.114
102236,Business,Sophomore,2.682,8.7,Copywriting/Drafting,Intermediate,4.0,True,9.81,4.0,Allowed_With_Citation,7.0,2.897,53.89,Low,Moderate,0.215
102237,Medical,Senior,3.574,4.54,Copywriting/Drafting,Beginner,3.0,True,10.4,1.0,Strict_Ban,1.0,3.926,83.34,Low,Light,0.352
102238,STEM,Junior,3.391,0.24,Ideation,Beginner,3.0,True,15.02,1.0,Strict_Ban,4.0,3.607,60.46,Low,Light,0.216
102239,STEM,Freshman,2.873,0.35,Debugging/Troubleshooting,Beginner,2.0,False,10.75,1.0,Actively_Encouraged,6.0,2.997,48.68,Low,Light,0.124
102240,STEM,Freshman,3.034,0.31,Summarizing_Reading,Intermediate,3.0,False,11.43,2.0,Actively_Encouraged,5.0,3.393,77.96,Medium,Light,0.359
102241,Arts,Junior,3.609,14.27,Copywriting/Drafting,Intermediate,2.0,True,6.35,5.0,Allowed_With_Citation,5.0,3.496,72.61,High,Moderate,-0.113
102242,STEM,Senior,3.268,4.08,Debugging/Troubleshooting,Intermediate,4.0,True,7.08,4.0,Actively_Encouraged,9.0,3.434,84.87,Medium,Light,0.166
102243,Business,Freshman,3.478,0.28,Ideation,Advanced,4.0,False,10.57,3.0,Actively_Encouraged,6.0,3.745,90.67,Medium,Light,0.267
102244,Medical,Junior,1.898,7.44,Summarizing_Reading,Intermediate,3.0,False,13.45,3.0,Allowed_With_Citation,6.0,2.006,55.46,Medium,Moderate,0.108
102245,Arts,Graduate,2.459,2.73,Summarizing_Reading,Beginner,1.0,False,14.61,1.0,Actively_Encouraged,7.0,2.682,66.46,Low,Light,0.223
102246,Business,Freshman,3.245,5.18,Debugging/Troubleshooting,Beginner,3.0,False,11.54,2.0,Actively_Encouraged,6.0,3.288,91.3,Medium,Moderate,0.043
102247,STEM,Sophomore,2.951,5.07,Debugging/Troubleshooting,Advanced,5.0,True,11.77,3.0,Allowed_With_Citation,6.0,3.27,92.02,High,Moderate,0.319
102248,Arts,Graduate,2.729,22.07,Debugging/Troubleshooting,Beginner,2.0,True,3.0,5.0,Actively_Encouraged,4.0,2.663,58.5,High,Heavy,-0.066
102249,Business,Freshman,3.404,5.25,Ideation,Intermediate,2.0,False,1.0,4.0,Actively_Encouraged,7.0,3.344,98.74,Medium,Moderate,-0.06
102250,STEM,Junior,3.693,4.74,Debugging/Troubleshooting,Advanced,5.0,True,20.82,1.0,Allowed_With_Citation,8.0,4.0,95.55,Low,Light,0.307
102251,STEM,Junior,3.358,8.16,Ideation,Intermediate,4.0,True,15.67,1.0,Allowed_With_Citation,4.0,3.758,81.08,High,Moderate,0.4
102252,Medical,Freshman,3.477,5.85,Copywriting/Drafting,Intermediate,5.0,True,14.25,2.0,Actively_Encouraged,3.0,3.944,71.63,Low,Moderate,0.467
102253,Business,Freshman,3.117,2.0,Ideation,Beginner,2.0,False,18.13,1.0,Allowed_With_Citation,4.0,3.343,77.13,Medium,Light,0.226
102254,Arts,Junior,2.843,2.4,Ideation,Beginner,3.0,False,7.67,2.0,Allowed_With_Citation,3.0,2.957,68.71,Medium,Light,0.114
102255,Medical,Senior,3.469,5.95,Summarizing_Reading,Beginner,3.0,True,10.78,1.0,Allowed_With_Citation,5.0,3.722,79.96,Medium,Moderate,0.253
102256,Business,Freshman,3.24,1.88,Ideation,Intermediate,1.0,True,7.15,3.0,Allowed_With_Citation,7.0,3.404,79.81,Low,Light,0.164
102257,Business,Senior,3.072,3.04,Ideation,Advanced,4.0,True,7.78,4.0,Allowed_With_Citation,7.0,3.171,84.39,Medium,Light,0.099
102258,Humanities,Junior,3.61,8.92,Copywriting/Drafting,Intermediate,3.0,False,14.87,3.0,Strict_Ban,3.0,3.998,79.72,Medium,Moderate,0.388
102259,Humanities,Sophomore,3.16,23.89,Direct_Answer_Generation,Intermediate,1.0,True,11.38,7.0,Allowed_With_Citation,7.0,3.094,52.94,High,Heavy,-0.066
102260,Humanities,Senior,2.24,12.84,Copywriting/Drafting,Advanced,3.0,True,11.94,5.0,Actively_Encouraged,5.0,2.785,74.8,High,Moderate,0.545
102261,Arts,Freshman,3.079,3.91,Direct_Answer_Generation,Intermediate,2.0,True,17.26,3.0,Actively_Encouraged,3.0,3.19,87.73,Low,Light,0.111
102262,Business,Junior,3.06,5.75,Direct_Answer_Generation,Beginner,3.0,False,15.2,2.0,Allowed_With_Citation,1.0,3.684,76.03,Low,Moderate,0.624
102263,Medical,Junior,2.778,0.69,Ideation,Beginner,2.0,False,21.62,1.0,Allowed_With_Citation,6.0,3.219,69.75,Medium,Light,0.441
102264,Humanities,Junior,3.958,0.26,Ideation,Beginner,3.0,False,4.33,5.0,Strict_Ban,7.0,3.813,78.76,Low,Light,-0.145
102265,Business,Sophomore,2.81,1.5,Ideation,Beginner,1.0,True,5.77,2.0,Allowed_With_Citation,6.0,2.942,58.18,Medium,Light,0.132
102266,Business,Senior,2.818,3.02,Direct_Answer_Generation,Beginner,2.0,False,7.9,3.0,Strict_Ban,8.0,3.101,69.55,Medium,Light,0.283
102267,Business,Senior,2.373,2.27,Ideation,Beginner,2.0,False,8.9,4.0,Actively_Encouraged,6.0,2.424,73.79,Medium,Light,0.051
102268,Business,Junior,2.679,3.05,Ideation,Intermediate,3.0,True,6.81,2.0,Actively_Encouraged,5.0,2.869,70.78,Medium,Light,0.19
102269,STEM,Graduate,3.288,5.35,Debugging/Troubleshooting,Beginner,1.0,True,4.12,5.0,Strict_Ban,6.0,3.498,69.93,High,Moderate,0.21
102270,Business,Graduate,3.08,14.45,Copywriting/Drafting,Intermediate,4.0,True,11.74,5.0,Allowed_With_Citation,4.0,3.498,87.77,Low,Moderate,0.418
102271,STEM,Junior,2.686,27.83,Debugging/Troubleshooting,Intermediate,2.0,False,13.02,8.0,Allowed_With_Citation,8.0,3.039,87.12,High,Heavy,0.353
102272,Humanities,Sophomore,2.787,6.2,Ideation,Advanced,4.0,False,19.72,4.0,Allowed_With_Citation,1.0,3.44,64.96,Low,Moderate,0.653
102273,Humanities,Senior,3.211,2.8,Direct_Answer_Generation,Beginner,2.0,False,9.25,4.0,Allowed_With_Citation,6.0,3.396,79.36,Medium,Light,0.185
102274,Business,Freshman,3.41,0.32,Ideation,Beginner,2.0,True,16.6,2.0,Allowed_With_Citation,1.0,3.448,85.06,Low,Light,0.038
102275,Medical,Junior,3.767,3.61,Summarizing_Reading,Beginner,3.0,True,15.79,3.0,Allowed_With_Citation,3.0,3.948,59.21,Low,Light,0.181
102276,Business,Junior,2.597,8.65,Ideation,Beginner,3.0,True,13.76,3.0,Actively_Encouraged,8.0,3.175,68.71,Medium,Moderate,0.578
102277,Business,Graduate,2.951,2.1,Summarizing_Reading,Advanced,5.0,False,17.74,4.0,Allowed_With_Citation,1.0,3.139,73.38,Medium,Light,0.188
102278,Business,Graduate,2.35,31.42,Direct_Answer_Generation,Advanced,3.0,True,6.42,9.0,Actively_Encouraged,9.0,2.16,49.81,High,Heavy,-0.19
102279,Business,Senior,3.593,3.35,Debugging/Troubleshooting,Beginner,2.0,True,3.72,4.0,Strict_Ban,4.0,3.601,51.84,Low,Light,0.008
102280,STEM,Junior,3.05,4.15,Debugging/Troubleshooting,Beginner,1.0,False,7.47,3.0,Allowed_With_Citation,4.0,3.096,59.7,Medium,Light,0.046
102281,STEM,Junior,2.399,1.93,Debugging/Troubleshooting,Beginner,2.0,False,15.49,2.0,Allowed_With_Citation,2.0,2.549,87.0,High,Light,0.15
102282,Humanities,Sophomore,3.573,11.09,Debugging/Troubleshooting,Intermediate,3.0,False,3.49,4.0,Allowed_With_Citation,1.0,3.693,79.6,High,Moderate,0.12
102283,Humanities,Senior,3.286,0.25,Debugging/Troubleshooting,Beginner,2.0,False,10.45,1.0,Actively_Encouraged,9.0,3.721,74.36,Medium,Light,0.435
102284,STEM,Senior,3.318,1.88,Debugging/Troubleshooting,Beginner,3.0,True,24.95,1.0,Actively_Encouraged,3.0,4.0,64.23,Medium,Light,0.682
102285,STEM,Senior,3.77,3.16,Debugging/Troubleshooting,Advanced,5.0,False,11.11,2.0,Allowed_With_Citation,3.0,4.0,95.47,Low,Light,0.23
102286,STEM,Freshman,3.245,12.68,Debugging/Troubleshooting,Intermediate,1.0,True,19.59,6.0,Actively_Encouraged,9.0,3.66,100.0,Medium,Moderate,0.415
102287,Medical,Sophomore,3.593,13.76,Summarizing_Reading,Intermediate,5.0,False,1.81,5.0,Allowed_With_Citation,4.0,3.792,64.24,High,Moderate,0.199
102288,Humanities,Junior,3.299,0.5,Copywriting/Drafting,Beginner,3.0,False,12.86,1.0,Actively_Encouraged,1.0,3.709,49.02,High,Light,0.41
102289,Humanities,Freshman,3.25,5.99,Direct_Answer_Generation,Intermediate,2.0,True,5.81,3.0,Strict_Ban,2.0,3.158,70.27,Low,Moderate,-0.092
102290,STEM,Sophomore,2.05,24.69,Summarizing_Reading,Beginner,2.0,True,10.85,7.0,Allowed_With_Citation,3.0,2.324,49.33,High,Heavy,0.274
102291,Business,Freshman,2.688,3.51,Copywriting/Drafting,Beginner,3.0,False,10.53,4.0,Strict_Ban,5.0,2.612,78.24,Medium,Light,-0.076
102292,STEM,Graduate,3.391,4.53,Summarizing_Reading,Intermediate,1.0,False,14.17,3.0,Strict_Ban,4.0,3.849,81.64,High,Light,0.458
102293,STEM,Senior,3.11,7.06,Debugging/Troubleshooting,Beginner,3.0,True,11.98,4.0,Actively_Encouraged,4.0,3.103,61.59,Medium,Moderate,-0.007
102294,Business,Junior,2.932,3.75,Direct_Answer_Generation,Intermediate,4.0,True,22.36,3.0,Actively_Encouraged,4.0,3.26,89.6,Medium,Light,0.328
102295,STEM,Freshman,2.59,8.58,Debugging/Troubleshooting,Intermediate,4.0,False,18.32,1.0,Actively_Encouraged,4.0,2.807,71.47,Low,Moderate,0.217
102296,STEM,Sophomore,2.931,8.42,Copywriting/Drafting,Beginner,3.0,False,10.16,3.0,Strict_Ban,5.0,3.172,88.52,Low,Moderate,0.241
102297,STEM,Freshman,3.027,11.04,Debugging/Troubleshooting,Intermediate,3.0,True,10.75,3.0,Allowed_With_Citation,2.0,3.076,63.22,Medium,Moderate,0.049
102298,STEM,Junior,3.367,0.25,Copywriting/Drafting,Beginner,3.0,False,12.91,1.0,Actively_Encouraged,4.0,3.626,79.17,Low,Light,0.259
102299,STEM,Senior,3.316,7.02,Ideation,Advanced,4.0,False,10.34,3.0,Strict_Ban,3.0,3.881,87.78,Low,Moderate,0.565
102300,Humanities,Freshman,3.746,4.12,Debugging/Troubleshooting,Intermediate,4.0,False,10.17,4.0,Allowed_With_Citation,5.0,3.999,68.1,Low,Light,0.253
102301,Arts,Freshman,3.565,0.03,Copywriting/Drafting,Intermediate,3.0,False,11.41,3.0,Allowed_With_Citation,2.0,3.57,97.18,Low,Light,0.005
102302,Business,Sophomore,3.134,1.47,Ideation,Intermediate,5.0,True,17.76,2.0,Actively_Encouraged,2.0,3.608,75.47,High,Light,0.474
102303,Business,Senior,2.636,6.97,Direct_Answer_Generation,Advanced,4.0,False,7.49,1.0,Allowed_With_Citation,8.0,2.809,85.89,Medium,Moderate,0.173
102304,STEM,Graduate,3.598,2.72,Debugging/Troubleshooting,Advanced,5.0,False,23.41,2.0,Strict_Ban,6.0,4.0,84.47,Medium,Light,0.402
102305,Medical,Senior,2.883,4.19,Summarizing_Reading,Advanced,4.0,False,14.5,2.0,Strict_Ban,4.0,3.166,80.14,Medium,Light,0.283
102306,Humanities,Junior,3.147,1.82,Copywriting/Drafting,Beginner,3.0,False,4.9,3.0,Strict_Ban,3.0,3.227,77.85,Medium,Light,0.08
102307,STEM,Freshman,3.375,23.0,Ideation,Beginner,2.0,True,4.46,7.0,Allowed_With_Citation,4.0,3.323,73.9,High,Heavy,-0.052
102308,Business,Senior,3.07,4.82,Ideation,Beginner,3.0,True,15.01,1.0,Allowed_With_Citation,4.0,3.411,53.69,Low,Light,0.341
102309,STEM,Freshman,3.17,0.83,Ideation,Beginner,3.0,False,8.45,2.0,Allowed_With_Citation,6.0,2.961,62.21,Low,Light,-0.209
102310,Humanities,Sophomore,3.621,16.62,Copywriting/Drafting,Beginner,1.0,True,12.58,5.0,Allowed_With_Citation,2.0,3.953,86.12,High,Heavy,0.332
102311,Business,Sophomore,2.045,5.74,Debugging/Troubleshooting,Beginner,1.0,False,19.79,1.0,Allowed_With_Citation,7.0,2.311,78.2,Medium,Moderate,0.266
102312,Medical,Sophomore,3.263,7.22,Ideation,Intermediate,4.0,False,13.32,6.0,Allowed_With_Citation,2.0,3.36,84.76,Medium,Moderate,0.097
102313,Humanities,Sophomore,3.773,3.83,Copywriting/Drafting,Intermediate,2.0,True,14.15,2.0,Actively_Encouraged,3.0,3.753,69.8,Low,Light,-0.02
102314,Business,Senior,3.076,7.15,Ideation,Beginner,3.0,True,5.25,3.0,Strict_Ban,3.0,3.217,53.89,Medium,Moderate,0.141
102315,Medical,Freshman,3.527,6.53,Copywriting/Drafting,Advanced,5.0,False,11.17,2.0,Actively_Encouraged,7.0,3.696,100.0,Medium,Moderate,0.169
102316,STEM,Senior,3.181,10.79,Direct_Answer_Generation,Beginner,1.0,False,3.12,1.0,Actively_Encouraged,3.0,3.463,88.51,Medium,Moderate,0.282
102317,STEM,Graduate,2.522,3.14,Ideation,Intermediate,5.0,True,15.5,5.0,Allowed_With_Citation,4.0,2.663,90.78,High,Light,0.141
102318,Humanities,Junior,2.996,3.63,Ideation,Beginner,3.0,True,17.87,5.0,Allowed_With_Citation,2.0,3.297,76.59,High,Light,0.301
102319,Humanities,Freshman,3.11,1.67,Debugging/Troubleshooting,Beginner,1.0,False,2.82,2.0,Strict_Ban,1.0,3.262,76.98,Low,Light,0.152
102320,Humanities,Junior,3.753,17.94,Copywriting/Drafting,Intermediate,4.0,True,10.52,4.0,Allowed_With_Citation,5.0,3.886,91.22,Medium,Heavy,0.133
102321,Medical,Senior,2.697,23.25,Summarizing_Reading,Advanced,3.0,True,11.39,4.0,Actively_Encouraged,4.0,3.175,60.25,Medium,Heavy,0.478
102322,Business,Sophomore,3.163,7.9,Copywriting/Drafting,Advanced,5.0,False,10.88,1.0,Allowed_With_Citation,7.0,3.18,71.43,Low,Moderate,0.017
102323,Business,Senior,2.339,0.18,Copywriting/Drafting,Beginner,2.0,False,9.11,4.0,Strict_Ban,1.0,2.432,81.86,Medium,Light,0.093
102324,Humanities,Senior,2.396,3.42,Direct_Answer_Generation,Intermediate,4.0,False,15.46,3.0,Allowed_With_Citation,2.0,2.643,79.91,High,Light,0.247
102325,Arts,Graduate,3.374,1.02,Copywriting/Drafting,Advanced,5.0,True,12.85,3.0,Actively_Encouraged,5.0,3.939,64.08,Medium,Light,0.565
102326,Medical,Senior,3.589,10.51,Summarizing_Reading,Advanced,5.0,False,11.6,4.0,Allowed_With_Citation,4.0,4.0,89.53,Medium,Moderate,0.411
102327,Arts,Freshman,2.489,4.13,Copywriting/Drafting,Intermediate,1.0,False,14.17,5.0,Strict_Ban,7.0,2.746,73.37,Medium,Light,0.257
102328,STEM,Junior,2.973,12.51,Direct_Answer_Generation,Intermediate,4.0,True,12.68,4.0,Allowed_With_Citation,3.0,3.375,91.91,High,Moderate,0.402
102329,Business,Freshman,3.413,15.95,Direct_Answer_Generation,Beginner,3.0,True,12.33,5.0,Actively_Encouraged,6.0,3.228,87.81,Medium,Heavy,-0.185
102330,STEM,Freshman,3.378,8.33,Direct_Answer_Generation,Beginner,3.0,False,14.42,3.0,Allowed_With_Citation,7.0,3.756,86.45,Medium,Moderate,0.378
102331,STEM,Senior,3.779,8.05,Direct_Answer_Generation,Intermediate,4.0,False,6.72,5.0,Allowed_With_Citation,2.0,3.969,74.8,Low,Moderate,0.19
102332,STEM,Graduate,2.865,8.96,Summarizing_Reading,Beginner,1.0,False,8.64,3.0,Allowed_With_Citation,7.0,3.109,69.83,Medium,Moderate,0.244
102333,Business,Graduate,3.616,23.75,Debugging/Troubleshooting,Beginner,2.0,False,14.4,5.0,Allowed_With_Citation,5.0,3.975,54.03,High,Heavy,0.359
102334,Business,Sophomore,2.106,22.54,Direct_Answer_Generation,Advanced,3.0,True,13.81,4.0,Strict_Ban,9.0,1.555,75.53,High,Heavy,-0.551
102335,STEM,Freshman,3.815,7.81,Debugging/Troubleshooting,Intermediate,1.0,False,7.13,5.0,Allowed_With_Citation,3.0,3.852,72.35,Low,Moderate,0.037
102336,Humanities,Junior,3.197,16.22,Summarizing_Reading,Intermediate,3.0,False,7.86,7.0,Actively_Encouraged,3.0,3.558,98.94,High,Heavy,0.361
102337,Humanities,Freshman,2.859,2.09,Copywriting/Drafting,Intermediate,3.0,False,9.26,1.0,Strict_Ban,3.0,2.979,85.72,Low,Light,0.12
102338,Humanities,Sophomore,3.527,6.85,Ideation,Intermediate,3.0,False,5.2,6.0,Allowed_With_Citation,6.0,3.651,73.59,Low,Moderate,0.124
102339,STEM,Senior,2.365,1.72,Debugging/Troubleshooting,Advanced,3.0,False,9.15,2.0,Actively_Encouraged,2.0,2.782,94.17,Low,Light,0.417
102340,Humanities,Senior,2.866,1.86,Copywriting/Drafting,Intermediate,4.0,True,9.08,1.0,Actively_Encouraged,3.0,3.329,65.83,Low,Light,0.463
102341,Arts,Graduate,3.028,4.35,Summarizing_Reading,Intermediate,2.0,False,17.69,2.0,Allowed_With_Citation,6.0,3.241,57.7,Medium,Light,0.213
102342,STEM,Junior,3.477,5.1,Debugging/Troubleshooting,Intermediate,2.0,False,4.5,1.0,Strict_Ban,1.0,3.574,80.82,High,Moderate,0.097
102343,STEM,Junior,2.295,3.41,Summarizing_Reading,Intermediate,2.0,False,12.4,4.0,Allowed_With_Citation,4.0,2.554,74.57,Medium,Light,0.259
102344,Humanities,Senior,3.12,13.25,Copywriting/Drafting,Beginner,1.0,True,13.62,6.0,Actively_Encouraged,4.0,3.332,78.42,High,Moderate,0.212
102345,Medical,Sophomore,3.419,3.82,Debugging/Troubleshooting,Advanced,3.0,True,10.55,3.0,Allowed_With_Citation,7.0,4.0,100.0,Medium,Light,0.581
102346,Business,Senior,3.618,3.62,Ideation,Beginner,2.0,False,5.76,1.0,Strict_Ban,1.0,3.783,45.73,High,Light,0.165
102347,Business,Freshman,3.24,27.81,Ideation,Intermediate,5.0,True,9.68,5.0,Allowed_With_Citation,7.0,3.556,89.24,High,Heavy,0.316
102348,Humanities,Senior,3.664,2.67,Copywriting/Drafting,Beginner,2.0,False,7.76,4.0,Allowed_With_Citation,4.0,4.0,94.13,Low,Light,0.336
102349,Business,Senior,3.469,4.72,Ideation,Intermediate,5.0,False,13.87,5.0,Strict_Ban,5.0,3.788,76.79,Medium,Light,0.319
102350,STEM,Sophomore,3.335,0.26,Debugging/Troubleshooting,Beginner,2.0,False,15.37,3.0,Actively_Encouraged,4.0,3.674,63.89,High,Light,0.339
102351,Business,Senior,3.268,18.28,Ideation,Beginner,2.0,False,8.87,6.0,Strict_Ban,8.0,3.188,74.99,High,Heavy,-0.08
102352,Medical,Freshman,3.097,4.92,Summarizing_Reading,Beginner,2.0,False,9.61,3.0,Actively_Encouraged,6.0,2.959,86.83,High,Light,-0.138
102353,Business,Junior,2.461,18.06,Summarizing_Reading,Beginner,1.0,True,12.68,5.0,Actively_Encouraged,5.0,2.942,59.63,High,Heavy,0.481
102354,Medical,Senior,2.798,5.57,Summarizing_Reading,Advanced,4.0,True,11.69,4.0,Strict_Ban,5.0,3.109,86.31,High,Moderate,0.311
102355,Business,Senior,3.649,22.26,Direct_Answer_Generation,Beginner,1.0,True,10.87,7.0,Allowed_With_Citation,4.0,3.44,64.67,High,Heavy,-0.209
102356,STEM,Graduate,3.42,10.97,Copywriting/Drafting,Beginner,3.0,False,11.62,4.0,Strict_Ban,6.0,3.826,70.19,High,Moderate,0.406
102357,Medical,Freshman,3.588,9.93,Summarizing_Reading,Intermediate,2.0,True,16.08,5.0,Allowed_With_Citation,3.0,3.899,70.63,High,Moderate,0.311
102358,STEM,Junior,2.953,13.67,Ideation,Intermediate,3.0,True,14.73,5.0,Strict_Ban,5.0,3.141,87.12,Medium,Moderate,0.188
102359,Business,Graduate,3.835,3.72,Ideation,Beginner,2.0,True,1.93,1.0,Allowed_With_Citation,4.0,3.851,74.62,High,Light,0.016
102360,STEM,Junior,2.826,7.65,Debugging/Troubleshooting,Beginner,2.0,False,9.72,1.0,Actively_Encouraged,3.0,2.854,84.54,Low,Moderate,0.028
102361,STEM,Graduate,3.003,6.3,Debugging/Troubleshooting,Intermediate,2.0,True,7.7,1.0,Allowed_With_Citation,6.0,3.27,73.0,Low,Moderate,0.267
102362,Humanities,Junior,3.505,4.0,Ideation,Beginner,2.0,True,1.82,4.0,Allowed_With_Citation,7.0,3.519,72.35,Medium,Light,0.014
102363,STEM,Senior,2.551,35.03,Summarizing_Reading,Advanced,3.0,False,12.31,9.0,Strict_Ban,10.0,2.419,56.41,High,Heavy,-0.132
102364,Humanities,Graduate,3.432,0.54,Summarizing_Reading,Intermediate,4.0,False,17.41,1.0,Allowed_With_Citation,3.0,3.764,87.14,Low,Light,0.332
102365,Business,Senior,2.639,0.62,Ideation,Advanced,4.0,False,11.16,3.0,Allowed_With_Citation,5.0,2.95,77.54,Low,Light,0.311
